update,global_step,mean_ep_return,mean_ep_len,entropy,policy_loss,value_loss,grad_norm
1,4096,0.3646486474050058,45.554054054054056,1.9261959251016378,-0.1902520268340595,0.052709937321196776,0.1900231168713079
2,8192,0.3472434766590595,46.27173913043478,1.9101646542549133,-0.15853924240218475,0.042846909156651236,0.1138880435569929
3,12288,0.4334896554549535,46.85057471264368,1.9159378157928586,-0.12129868718329817,0.0371384401951218,0.11219691545312699
4,16384,0.39855134836188305,34.21621621621622,1.9199331179261208,-0.07017907405315782,0.034210797646665014,0.11638317743325093
5,20480,0.4115968996933264,34.4031007751938,1.903097682632506,-0.05957331170429825,0.041131098521873355,0.14444655212558488
6,24576,0.46659130262939824,23.516304347826086,1.8892295332625508,-0.055237416661839234,0.058010513210319914,0.2243993909406713
7,28672,0.4539586180830237,20.64039408866995,1.8771950984373689,-0.05703454529430019,0.06246218532032799,0.1901418445670084
8,32768,0.4968761888159302,17.09090909090909,1.8398435050621629,-0.06279301598260645,0.06503566933679394,0.18839833668599387
9,36864,0.4986137153869932,15.501805054151625,1.8107083598151803,-0.07571425310743507,0.07983669431996532,0.15365649243580665
10,40960,0.5065798027507645,13.09771986970684,1.820217164233327,-0.034473316565708956,0.08147397570428438,0.22718082386402494
11,45056,0.4602796963058916,15.345864661654135,1.8089045956730843,-0.019263750429672655,0.07388946530409157,0.14471715564176693
12,49152,0.4411271550594427,13.428115015974441,1.8222572728991508,-0.015823203881154768,0.08066948631312698,0.1715656018868272
13,53248,0.5328883082642184,12.685064935064934,1.7799960896372795,-0.08726272946660174,0.08192199090262875,0.18465953921871248
14,57344,0.4798373956344315,11.552845528455284,1.7912988951429725,-0.0075170704440097325,0.09677779150661081,0.19582401281724626
15,61440,0.5208146574453534,10.767015706806284,1.7229841006919742,0.01757805827219272,0.10002823936520144,0.1890830164426042
16,65536,0.5093999961826289,9.516355140186915,1.7070468366146088,-0.012165907290182076,0.10676851362222806,0.21340101524167143
17,69632,0.5068195766502327,9.666666666666666,1.7434262372553349,-0.020543563790852204,0.10635221749544144,0.17586383217642715
18,73728,0.5064592548358587,10.091358024691358,1.7169416174292564,0.0010801141797855962,0.10324092581868172,0.18210800874878882
19,77824,0.5371331633475058,10.182044887780549,1.706837672740221,0.013103141740430146,0.10144390247296542,0.18854169011250305
20,81920,0.4760893075030094,9.755344418052257,1.679477233439684,0.03199017018414452,0.10840258758980781,0.20425839606836815
21,86016,0.5116823009012167,8.553497942386832,1.662849429063499,-0.031070154484041268,0.11886720679467544,0.22293866684523644
22,90112,0.5242471501110045,8.308943089430894,1.6462802477180958,-0.012552183172374498,0.12082586361793801,0.233581447254746
23,94208,0.5366669174134161,7.751434034416826,1.6264439038932323,0.0023595609891344793,0.1216029953211546,0.20312296719474104
24,98304,0.48508522920467684,8.689873417721518,1.64340013358742,0.0440977712678432,0.11566453147679567,0.19579649198402466
25,102400,0.5375052161484837,8.092369477911646,1.616280903108418,-0.03638569232134614,0.11676234740298241,0.19935804588873027
26,106496,0.5141700552609152,8.321357285429142,1.6406801119446754,0.02095972754250397,0.12136177875800058,0.18379584956739248
27,110592,0.49892337558780064,8.090373280943025,1.6145367389544845,0.011120915507490281,0.12005281093297526,0.2083101826096083
28,114688,0.4661653292746771,7.758095238095238,1.6339743426069617,0.008911376899050083,0.12409978127107024,0.18157935584620383
29,118784,0.5537086916358575,7.4855072463768115,1.6138154733926058,-0.09374072069476824,0.12044283206341788,0.19798900973810593
30,122880,0.5453296399163634,8.067193675889328,1.6287359772250056,0.0047282518971769605,0.12074907403439283,0.20778465494625845
31,126976,0.5095442196287482,8.115537848605578,1.6263582156971097,0.005025583071983419,0.11356862832326442,0.19148333712162677
32,131072,0.5139428535660545,8.971428571428572,1.6420611180365086,0.03047679418887128,0.11295899713877589,0.18136133322432704
33,135168,0.5077575716105375,8.28888888888889,1.6188816269859672,-0.021204714335908648,0.11779287783429027,0.1971544176850066
34,139264,0.5063140578567982,7.982421875,1.6159323081374168,0.010789465959533118,0.12444052490172908,0.21287440930550489
35,143360,0.5231609026174895,7.19022687609075,1.6145599754527211,-0.01649042395365541,0.13133062346605584,0.18779398979007814
36,147456,0.4997961561717288,7.055846422338569,1.5674745496362448,0.006446155814046506,0.12814831535797566,0.20738913496038597
37,151552,0.5018075561195714,7.041237113402062,1.5998361809179187,-0.005881542369024828,0.1325033315224573,0.2136588293312714
38,155648,0.5142554522413687,7.409660107334526,1.5947077088057995,0.014776766212889925,0.12835314188851044,0.19496203381359398
39,159744,0.5291693333134003,7.106271777003484,1.5685128709301353,0.013320617585122818,0.12897528387838975,0.2102473306652169
40,163840,0.5396889579747811,6.761120263591433,1.5536867948248982,-0.03166747571231099,0.1327646211721003,0.19894103385953607
41,167936,0.5276345793419133,6.64763458401305,1.5419681621715426,0.000868575727508869,0.13063758041244,0.19354260812752835
42,172032,0.5336976549697161,6.948160535117057,1.560686357319355,-0.025796215355512686,0.1273941228282638,0.19790932066763328
43,176128,0.5037393678979176,7.069686411149826,1.5599245699122548,0.02780602944403654,0.13008693233132362,0.21859207918388382
44,180224,0.512831145894211,7.207079646017699,1.5284075513482094,-0.024971054699562956,0.12783659988781437,0.2010788441240967
45,184320,0.48414849108676844,6.816053511705686,1.5440969057381153,0.020749055562191643,0.12996015546377748,0.198486931952153
46,188416,0.5453664292613943,7.305944055944056,1.5356434034183621,-0.061578209621075075,0.1264944177819416,0.211302148637807
47,192512,0.5266214358329773,6.4352,1.5162947857752442,0.007286024308996275,0.13263646053383127,0.19763411170180334
48,196608,0.5078321722591713,6.533123028391167,1.5212698448449373,-0.01719824030806194,0.1375116800190881,0.23136126871884294
49,200704,0.5413532014322859,7.07105719237435,1.5291317040100694,-0.02571120684297057,0.13106019288534299,0.21922363404622935
50,204800,0.4998916873565087,6.36,1.5160277877002954,-0.008505154510203283,0.14195039123296738,0.19996742448798166
51,208896,0.5473648430723133,6.156060606060606,1.5156217785552144,-0.01349368264345685,0.14127935585565865,0.20381100551244702
52,212992,0.528051031643504,6.562998405103668,1.4722395241260529,-0.007285624426003778,0.14066438924055547,0.2346101021995211
53,217088,0.5073577769915752,6.3559322033898304,1.470229847356677,0.006474024856288452,0.14182813552906737,0.21296226005333657
54,221184,0.5151050599715127,5.875542691751085,1.4409844651818275,-0.02669200118543813,0.1462834015255794,0.22762570421218398
55,225280,0.5218365542510505,5.512096774193548,1.404440999031067,-0.00656615502157365,0.15193663991522044,0.21975028691914988
56,229376,0.5520640380346953,5.584803256445047,1.37118826713413,-0.035732487762288656,0.1501357887755148,0.25077022675988836
57,233472,0.5143531203114738,5.325520833333333,1.366645666770637,0.018389093995210715,0.15265330648981035,0.23802760791389693
58,237568,0.5315158134313528,5.61898211829436,1.3100630436092615,-0.006191847074660473,0.14848322508623824,0.22594429080808748
59,241664,0.49857350346649926,6.0174672489082965,1.3567102206870914,0.013782042326056398,0.1429170995252207,0.22243882267921156
60,245760,0.5498731649988066,5.441734417344174,1.327936134301126,-0.07392620030441321,0.14373952022287995,0.21077487246207166
61,249856,0.48853368246903156,5.441644562334218,1.3815563535317779,0.03836008399230195,0.14875095075694844,0.2531645310092835
62,253952,0.49108488748399476,5.96546762589928,1.4235794069245458,0.030926119892683346,0.14373755955602974,0.21167309150726224
63,258048,0.51752760815732,6.352574102964119,1.4933807803317904,-0.021607790178677533,0.136414886044804,0.22075671138279218
64,262144,0.48946267291316836,6.492913385826772,1.4651983296498656,0.03335806641553063,0.13593726546969265,0.20470911253308108
